"","year","date","event","high_1","low_1","high_2","low_2","high_3","max_tide_height"
"1688","2010",2010-08-15,"",NA,-9,83,17,107,107
"1689","2010",2010-08-16,"",NA,-5,73,24,102,102
"1690","2010",2010-08-17,"",NA,2,62,31,95,95
"1691","2010",2010-08-18,"",NA,9,51,39,87,87
"1692","2010",2010-08-19,"",NA,17,76,NA,NA,76
"1693","2010",2010-08-20,"fq",NA,19,NA,NA,NA,NA
"1694","2010",2010-08-21,"",66,9,66,46,NA,66
"1695","2010",2010-08-22,"",NA,-4,93,11,112,112
"1696","2010",2010-08-23,"",NA,2,77,24,105,105
"1697","2010",2010-08-24,"",NA,12,60,38,95,95
"1698","2010",2010-08-25,"lq",NA,20,NA,NA,NA,NA
"1699","2010",2010-08-26,"",85,14,66,59,NA,85
"1700","2010",2010-08-27,"",88,0,80,45,NA,88
"1701","2010",2010-08-28,"",101,-10,92,NA,NA,101
"1702","2010",2010-08-29,"",NA,29,114,-20,103,114
"1703","2010",2010-08-30,"",NA,14,123,-23,111,123
"1704","2010",2010-08-31,"",NA,2,126,-21,116,126
"1705","2010",2010-09-01,"nm",NA,-6,124,-16,118,124
"1706","2010",2010-09-02,"",NA,-10,117,-8,116,117
"1707","2010",2010-09-03,"",NA,-10,106,1,113,113
"1708","2010",2010-09-04,"",NA,-7,93,11,108,108
"1709","2010",2010-09-05,"",NA,-1,80,21,101,101
"1710","2010",2010-09-06,"",NA,7,67,30,93,93
"1711","2010",2010-09-07,"",NA,16,54,39,84,84
"1712","2010",2010-09-08,"",NA,25,75,NA,NA,75
"1713","2010",2010-09-09,"fq",NA,26,NA,NA,NA,NA
"1714","2010",2010-09-10,"",65,16,66,51,NA,66
"1715","2010",2010-09-11,"",71,6,73,38,NA,73
"1716","2010",2010-09-12,"",81,0,82,NA,NA,82
"1717","2010",2010-09-13,"",NA,23,91,-10,90,91
"1718","2010",2010-09-14,"",NA,9,100,-15,100,100
"1719","2010",2010-09-15,"",NA,-4,107,-17,109,109
"1720","2010",2010-09-16,"",NA,-16,110,-17,117,117
"1721","2010",2010-09-17,"fm",NA,-25,109,-12,122,122
"1722","2010",2010-09-18,"",NA,-29,104,-5,123,123
"1723","2010",2010-09-19,"",NA,-29,94,5,120,120
"1724","2010",2010-09-20,"",NA,-24,81,17,113,113
"1725","2010",2010-09-21,"",NA,-14,66,29,102,102
"1726","2010",2010-09-22,"nm",NA,-7,134,-27,121,134
"1727","2010",2010-09-23,"",NA,-11,126,-17,120,126
"1728","2010",2010-09-24,"",NA,-10,112,-4,115,115
"1729","2010",2010-09-25,"",NA,-4,95,10,108,108
"1730","2010",2010-09-26,"",NA,5,78,24,98,98
"1731","2010",2010-09-27,"",NA,17,61,37,87,87
"1732","2010",2010-09-28,"",NA,28,48,47,NA,48
"1733","2010",2010-09-29,"fq",76,28,NA,NA,NA,76
"1734","2010",2010-09-30,"",69,18,70,53,NA,70
"1735","2010",2010-10-01,"",76,8,77,NA,NA,77
"1736","2010",2010-10-02,"",NA,42,85,0,83,85
"1737","2010",2010-10-03,"",NA,31,94,-6,89,94
"1738","2010",2010-10-04,"",NA,20,101,-10,95,101
"1739","2010",2010-10-05,"",NA,10,107,-13,101,107
"1740","2010",2010-10-06,"",NA,0,110,-13,106,110
"1741","2010",2010-10-07,"fm",NA,-7,110,-11,111,111
"1742","2010",2010-10-08,"",NA,-12,108,-7,114,114
"1743","2010",2010-10-09,"",NA,-14,102,-1,114,114
"1744","2010",2010-10-10,"",NA,-13,93,7,112,112
"1745","2010",2010-10-11,"",NA,-9,82,17,107,107
"1746","2010",2010-10-12,"",NA,-2,69,28,100,100
"1747","2010",2010-10-13,"",NA,7,55,40,89,89
"1748","2010",2010-10-14,"lq",NA,14,NA,NA,NA,NA
"1749","2010",2010-10-15,"",79,10,67,52,NA,79
"1750","2010",2010-10-16,"",82,0,81,35,NA,82
"1751","2010",2010-10-17,"",96,-10,94,NA,NA,96
"1752","2010",2010-10-18,"",NA,17,109,-20,106,109
"1753","2010",2010-10-19,"",NA,0,117,-22,115,117
"1754","2010",2010-10-20,"",NA,-13,120,-20,121,121
"1755","2010",2010-10-21,"nm",NA,-22,117,-14,122,122
"1756","2010",2010-10-22,"",NA,-25,109,-5,120,120
"1757","2010",2010-10-23,"",NA,37,101,-7,93,101
"1758","2010",2010-10-24,"",NA,28,108,-11,97,108
"1759","2010",2010-10-25,"",NA,20,113,-12,101,113
"1760","2010",2010-10-26,"",NA,12,115,-12,104,115
"1761","2010",2010-10-27,"fm",NA,6,115,-11,106,115
"1762","2010",2010-10-28,"",NA,2,112,-7,107,112
"1763","2010",2010-10-29,"",NA,0,107,-2,107,107
"1764","2010",2010-10-30,"",NA,0,99,5,106,106
"1765","2010",2010-10-31,"",NA,2,90,13,103,103
"1766","2010",2010-11-01,"",NA,6,79,21,99,99
"1767","2010",2010-11-02,"",NA,12,66,31,92,92
"1768","2010",2010-11-03,"",NA,19,53,41,84,84
"1769","2010",2010-11-04,"lq",NA,21,NA,NA,NA,NA
"1770","2010",2010-11-05,"",78,11,65,51,NA,78
"1771","2010",2010-11-06,"",85,0,78,36,NA,85
"1772","2010",2010-11-07,"",99,-10,91,NA,NA,99
"1773","2010",2010-11-08,"",NA,19,113,-20,104,113
"1774","2010",2010-11-09,"",NA,2,124,-32,114,124
"1775","2010",2010-11-10,"",NA,-12,128,-31,121,128
"1776","2010",2010-11-11,"nm",NA,-21,126,-25,124,126
"1777","2010",2010-11-12,"",NA,-25,118,-14,123,123
"1778","2010",2010-11-13,"",NA,-23,104,0,117,117
"1779","2010",2010-11-14,"",NA,-16,87,14,108,108
"1780","2010",2010-11-15,"",NA,-4,70,29,95,95
"1781","2010",2010-11-16,"",NA,9,55,43,82,82
"1782","2010",2010-11-17,"",NA,20,NA,NA,NA,NA
"1783","2010",2010-11-18,"fq",69,18,67,53,NA,69
"1784","2010",2010-11-19,"",69,10,76,41,NA,76
"1785","2010",2010-11-20,"",77,3,83,NA,NA,83
"1786","2010",2010-11-21,"",NA,29,86,0,90,90
"1787","2010",2010-11-22,"",NA,18,93,-5,95,95
"1788","2010",2010-11-23,"lq",NA,31,NA,NA,NA,NA
"1789","2010",2010-11-24,"",75,23,59,57,NA,75
"1790","2010",2010-11-25,"",78,8,68,47,NA,78
"1791","2010",2010-11-26,"",89,0,79,NA,NA,89
"1792","2010",2010-11-27,"",NA,35,102,-20,89,102
"1793","2010",2010-11-28,"",NA,21,114,-30,100,114
"1794","2010",2010-11-29,"",NA,7,124,-35,109,124
"1795","2010",2010-11-30,"nm",NA,-5,129,-34,116,129
"1796","2010",2010-12-01,"",NA,-13,129,-29,120,129
"1797","2010",2010-12-02,"",NA,-17,121,-18,120,121
"1798","2010",2010-12-03,"",NA,-16,109,-4,116,116
"1799","2010",2010-12-04,"",NA,-10,92,12,108,108
"1800","2010",2010-12-05,"",NA,1,73,29,97,97
"1801","2010",2010-12-06,"",NA,13,56,45,NA,56
"1802","2010",2010-12-07,"fq",85,20,59,59,NA,85
"1803","2010",2010-12-08,"",76,12,72,52,NA,76
"1804","2010",2010-12-09,"",82,2,83,NA,NA,83
"1805","2010",2010-12-10,"",NA,38,93,0,92,93
"1806","2010",2010-12-11,"",NA,26,102,-10,99,102
"1807","2010",2010-12-12,"",NA,16,108,-12,103,108
"1808","2010",2010-12-13,"",NA,7,110,-11,106,110
"1809","2010",2010-12-14,"",NA,1,110,-9,107,110
"1810","2010",2010-12-15,"fm",NA,-4,107,-5,108,108
"1811","2010",2010-12-16,"",NA,-7,102,0,107,107
"1812","2010",2010-12-17,"",NA,-8,96,6,106,106
"1813","2010",2010-12-18,"",NA,-7,87,13,103,103
"1814","2010",2010-12-19,"",NA,-3,77,21,98,98
"1815","2010",2010-12-20,"",NA,3,66,29,92,92
"1816","2010",2010-12-21,"",NA,10,55,38,84,84
"1817","2010",2010-12-22,"",NA,16,46,46,74,74
"1818","2010",2010-12-23,"lq",NA,16,58,56,NA,58
"1819","2010",2010-12-24,"",NA,6,84,NA,NA,84
"1820","2010",2010-12-25,"fq",NA,6,68,64,NA,68
"1821","2010",2010-12-26,"",76,0,79,45,NA,79
"1822","2010",2010-12-27,"",87,-10,92,NA,NA,92
"1823","2010",2010-12-28,"",NA,26,100,-16,103,103
"1824","2010",2010-12-29,"",NA,7,109,-16,111,111
"1825","2010",2010-12-30,"",NA,-8,111,-12,117,117
"1826","2010",2010-12-31,"",NA,-19,108,-6,120,120
"1827","2011",2011-01-01,"fm",NA,-26,101,1,119,119
"1828","2011",2011-01-02,"",NA,-27,91,10,116,116
"1829","2011",2011-01-03,"",NA,-24,80,19,112,112
"1830","2011",2011-01-04,"",NA,-18,68,27,105,105
"1831","2011",2011-01-05,"",NA,-10,58,35,98,98
"1832","2011",2011-01-06,"",NA,0,49,41,89,89
"1833","2011",2011-01-07,"",NA,9,78,NA,NA,78
"1834","2011",2011-01-08,"",NA,16,66,NA,NA,66
"1835","2011",2011-01-09,"lq",NA,14,65,NA,NA,65
"1836","2011",2011-01-10,"",NA,52,60,8,71,71
"1837","2011",2011-01-11,"",NA,37,68,2,78,78
"1838","2011",2011-01-12,"",NA,22,77,0,88,88
"1839","2011",2011-01-13,"",NA,5,86,-5,99,99
"1840","2011",2011-01-14,"",NA,-11,92,-6,110,110
"1841","2011",2011-01-15,"",NA,-25,95,-4,120,120
"1842","2011",2011-01-16,"nm",NA,-36,94,1,126,126
"1843","2011",2011-01-17,"",NA,-43,89,7,129,129
"1844","2011",2011-01-18,"",NA,-44,80,15,127,127
"1845","2011",2011-01-19,"",NA,-39,69,24,120,120
"1846","2011",2011-01-20,"",NA,-29,58,35,108,108
"1847","2011",2011-01-21,"",NA,-15,51,47,93,93
"1848","2011",2011-01-22,"",NA,-3,NA,NA,NA,NA
"1849","2011",2011-01-23,"",NA,-27,82,17,114,114
"1850","2011",2011-01-24,"",NA,-17,66,28,104,104
"1851","2011",2011-01-25,"",NA,-4,52,39,92,92
"1852","2011",2011-01-26,"",NA,10,79,NA,NA,79
"1853","2011",2011-01-27,"",NA,18,67,NA,NA,67
"1854","2011",2011-01-28,"lq",NA,15,69,NA,NA,69
"1855","2011",2011-01-29,"",NA,52,64,9,74,74
"1856","2011",2011-01-30,"",NA,39,72,4,80,80
"1857","2011",2011-01-31,"",NA,26,80,0,86,86
"1858","2011",2011-02-01,"",NA,13,87,-3,92,92
"1859","2011",2011-02-02,"",NA,0,92,-4,100,100
"1860","2011",2011-02-03,"",NA,-11,94,-3,107,107
"1861","2011",2011-02-04,"",NA,-20,95,0,114,114
"1862","2011",2011-02-05,"nm",NA,-27,92,4,119,119
"1863","2011",2011-02-06,"",NA,-31,87,9,121,121
"1864","2011",2011-02-07,"",NA,-31,79,16,119,119
"1865","2011",2011-02-08,"",NA,-27,69,24,114,114
"1866","2011",2011-02-09,"",NA,-19,58,32,105,105
"1867","2011",2011-02-10,"",NA,-8,49,43,92,92
"1868","2011",2011-02-11,"",NA,2,NA,NA,NA,NA
"1869","2011",2011-02-12,"fq",78,4,67,54,NA,78
"1870","2011",2011-02-13,"",73,0,81,34,NA,81
"1871","2011",2011-02-14,"",83,0,95,NA,NA,95
"1872","2011",2011-02-15,"",NA,13,93,0,107,107
"1873","2011",2011-02-16,"",NA,-7,100,-7,117,117
"1874","2011",2011-02-17,"",NA,-23,101,-3,123,123
"1875","2011",2011-02-18,"",NA,-34,98,3,126,126
"1876","2011",2011-02-19,"fm",NA,-39,91,10,124,124
"1877","2011",2011-02-20,"",NA,-37,82,19,120,120
"1878","2011",2011-02-21,"",NA,-31,72,27,112,112
"1879","2011",2011-02-22,"",NA,-1,100,-4,104,104
"1880","2011",2011-02-23,"",NA,-9,100,-1,108,108
"1881","2011",2011-02-24,"nm",NA,-15,97,2,111,111
"1882","2011",2011-02-25,"",NA,-18,92,7,113,113
"1883","2011",2011-02-26,"",NA,-19,85,13,113,113
"1884","2011",2011-02-27,"",NA,-17,77,19,111,111
"1885","2011",2011-02-28,"",NA,-13,67,26,106,106
"1886","2011",2011-03-01,"",NA,-6,57,34,98,98
"1887","2011",2011-03-02,"",NA,3,47,42,87,87
"1888","2011",2011-03-03,"",NA,10,NA,NA,NA,NA
"1889","2011",2011-03-04,"fq",74,8,64,53,NA,74
"1890","2011",2011-03-05,"",72,0,77,NA,NA,77
"1891","2011",2011-03-06,"",NA,34,83,-10,91,91
"1892","2011",2011-03-07,"",NA,12,96,-15,105,105
"1893","2011",2011-03-08,"",NA,-8,105,-16,117,117
"1894","2011",2011-03-09,"",NA,-26,109,-14,126,126
"1895","2011",2011-03-10,"fm",NA,-39,107,-8,130,130
"1896","2011",2011-03-11,"",NA,-45,99,1,130,130
"1897","2011",2011-03-12,"",NA,-44,87,12,124,124
"1898","2011",2011-03-13,"",NA,-36,74,23,114,114
"1899","2011",2011-03-14,"",NA,-23,61,35,101,101
"1900","2011",2011-03-15,"",NA,-9,53,46,86,86
"1901","2011",2011-03-16,"",NA,5,NA,NA,NA,NA
"1902","2011",2011-03-17,"lq",71,13,66,53,NA,71
"1903","2011",2011-03-18,"",63,13,74,NA,NA,74
"1904","2011",2011-03-19,"",NA,39,66,11,80,80
"1905","2011",2011-03-20,"",NA,25,72,9,86,86
"1906","2011",2011-03-21,"",NA,12,77,8,92,92
"1907","2011",2011-03-22,"",NA,1,82,8,98,98
"1908","2011",2011-03-23,"",NA,-10,84,9,104,104
"1909","2011",2011-03-24,"",73,0,77,NA,NA,77
"1910","2011",2011-03-25,"",NA,29,85,-10,89,89
"1911","2011",2011-03-26,"",NA,11,97,-17,102,102
"1912","2011",2011-03-27,"",NA,-7,107,-20,114,114
"1913","2011",2011-03-28,"",NA,-24,111,-18,123,123
"1914","2011",2011-03-29,"fm",NA,-36,110,-13,129,129
"1915","2011",2011-03-30,"",NA,-42,104,-5,129,129
"1916","2011",2011-03-31,"",NA,-42,92,6,125,125
"1917","2011",2011-04-01,"",NA,-34,78,19,115,115
"1918","2011",2011-04-02,"",NA,-22,63,32,102,102
"1919","2011",2011-04-03,"",NA,-6,52,46,NA,52
"1920","2011",2011-04-04,"",86,6,59,59,NA,86
"1921","2011",2011-04-05,"lq",72,9,71,48,NA,72
"1922","2011",2011-04-06,"",72,6,81,NA,NA,81
"1923","2011",2011-04-07,"",NA,32,80,2,90,90
"1924","2011",2011-04-08,"",NA,17,87,1,97,97
"1925","2011",2011-04-09,"",NA,5,92,1,102,102
"1926","2011",2011-04-10,"",NA,-5,93,2,106,106
"1927","2011",2011-04-11,"",NA,-13,93,5,109,109
"1928","2011",2011-04-12,"",NA,-18,91,8,111,111
"1929","2011",2011-04-13,"nm",NA,-22,87,12,112,112
"1930","2011",2011-04-14,"",NA,-22,82,17,112,112
"1931","2011",2011-04-15,"",NA,-21,76,22,109,109
"1932","2011",2011-04-16,"",NA,-17,69,27,104,104
"1933","2011",2011-04-17,"",NA,-11,62,33,97,97
"1934","2011",2011-04-18,"",NA,-4,54,40,88,88
"1935","2011",2011-04-19,"",NA,4,50,48,76,76
"1936","2011",2011-04-20,"",NA,11,57,54,NA,57
"1937","2011",2011-04-21,"fq",65,10,68,41,NA,68
"1938","2011",2011-04-22,"",66,5,81,NA,NA,81
"1939","2011",2011-04-23,"",NA,-1,53,43,88,88
"1940","2011",2011-04-24,"lq",NA,9,NA,NA,NA,NA
"1941","2011",2011-04-25,"",76,8,70,50,NA,76
"1942","2011",2011-04-26,"",79,0,83,32,NA,83
"1943","2011",2011-04-27,"",90,0,95,NA,NA,95
"1944","2011",2011-04-28,"",NA,16,100,0,104,104
"1945","2011",2011-04-29,"",NA,1,106,-10,111,111
"1946","2011",2011-04-30,"",NA,-10,107,-7,114,114
"1947","2011",2011-05-01,"",NA,-17,104,-3,116,116
"1948","2011",2011-05-02,"nm",NA,-21,98,3,115,115
"1949","2011",2011-05-03,"",NA,-21,91,10,112,112
"1950","2011",2011-05-04,"",NA,-18,82,17,108,108
"1951","2011",2011-05-05,"",NA,-13,73,24,102,102
"1952","2011",2011-05-06,"",NA,-6,64,32,95,95
"1953","2011",2011-05-07,"",NA,2,55,39,86,86
"1954","2011",2011-05-08,"",NA,10,48,46,75,75
"1955","2011",2011-05-09,"",NA,17,NA,NA,NA,NA
"1956","2011",2011-05-10,"fq",63,16,62,48,NA,63
"1957","2011",2011-05-11,"",60,10,71,NA,NA,71
"1958","2011",2011-05-12,"",NA,32,68,3,81,81
"1959","2011",2011-05-13,"",NA,16,78,0,93,93
"1960","2011",2011-05-14,"",NA,-1,87,-7,104,104
"1961","2011",2011-05-15,"",NA,-17,94,-8,115,115
